Key,Type,Desc,中文 [zh],English,Japanese
Card_Info/20079,Text,,自身获得<Demage>，全场敌方单位移除<$CostHp$>%最大生命值，生命值不足<$CostHp$>%的，致死,Grant <Demage> on self. Remove <$CostHp$>% Max HP from all enemiy units. Enemies below <$CostHp$>% HP are instantly killed,自身が<Demage>を得る。すべての敵ユニットは体力上限の<$CostHp$>%分の体力を失う。現在体力が体力上限の<$CostHp$>%未満のユニットは撃破される。
Card_Info/20080,Text,,过去的错误永远不会被遗忘，移除指定随从的所有负面buff，并获得等量层数的【灵压】至少<Demage>,No wrongs of the past will ever be forgotten. Remove all debuffs for a designated minion and grant an equal number of [Spiritual Pressure] (at least <Demage>),過去の過ちは決して忘れられない。ターゲットのすべてのデバフを解除し、解除したデバフの合計スタック数と同数の「霊圧」を得る（最低<Demage>）。
Card_Info/20081,Text,,展开鬼神之躯，强制所有敌人攻击自身（不致死），获得<Demage>,"Unleash the Wraithgod Form, forcing all enemies to attack this unit (non-lethal). Gain <Demage>",鬼神の躯体を展開し、すべての敵に強制的に自分を攻撃させ（非致死）、<Demage>を得る。
Card_Info/20082,Text,,对目标单位造成<Demage>，目标每损失<$HpNeed$>点血量，额外移除目标<$DemageAdd$>生命（致死）,"Deal <Demage> to the target. For every <$HpNeed$> HP the target has lost, remove <$DemageAdd$> HP from the target (lethal)",ターゲットに<Demage>を与える。ターゲットが失っている体力<$HpNeed$>ごとに、追加で体力を<$DemageAdd$>除去する（致死）。
Card_Info/20083,Text,,"【汲取】目标<Demage>点最大生命值，并对目标施加<#BuffCount#>【红尘魅惑】,每条尾巴使层数额外+<#AddCount#>
九尾增幅：立即结算目标的红尘魅惑效果","[Drain] <Demage> Max HP from the target and inflict <#BuffCount#> [Mortal Temptation]. Each tail increases the stacks by <#AddCount#>
Nine-Tails Amplification: Immediately triggers the target's Mortal Allure effect. ","ターゲットの体力上限を<Demage>「吸収」し、「紅塵魅惑」を<#BuffCount#>付与する。尻尾1本ごとにスタック数が追加で+<#AddCount#>。
九尾増幅：対象の「紅塵魅惑」の効果を即時発動する。"
Card_Info/20084,Text,,"对目标造成<#HitCount#>次<Demage>，此伤害有<$BloodSuck$>%吸血。
九尾增幅：伤害段数+2","Deal <#HitCount#> instances of <Demage> to the target, with a <$BloodSuck$>% [Lifesteal].
Nine-Tails Amplification: Damage hit count +2","ターゲットに<Demage>を<#HitCount#>回与える。このダメージは<$BloodSuck$>%の吸血を持つ。
九尾増幅：ダメージの段数 +2"
Card_Info/20085,Text,,对全场敌方单位随机施加总计<#BuffCount#>【脱水】，并为全场我方单位恢复<Demage>,"Randomly inflict a total of <#BuffCount#> stacks of [Dehydration] among all enemies, and restore <Demage> to all allies",すべての敵ユニットにランダムで「脱水」を合計<#BuffCount#>付与し、すべての味方ユニットを<Demage>回復する。
Card_Info/20087,Text,,对目标造成<Demage>并施加该次基础伤害值1/10层【破甲】（视为普攻），若场上存在【标记】敌人，则额外对所有【标记】造成同等伤害。,"Attack the target, dealing <Demage> (counted as a Basic Attack) and inflicting [Sunder Armor] equal to 1/10 of the base damage dealt. Deal equal damage to all [Marked] enemies (if any).",ターゲットに<Demage>を与え、この攻撃の基礎ダメージの1/10スタックの「破れ」を付与する（通常攻撃としてみなす）。フィールドに「マーク」された敵がいる場合、追加ですべての「マーク」された敵に同量のダメージを与える。
Card_Info/20089,Text,,催动法器，随机【眩晕】场上一半的敌人并对所有敌人追加<$CostHp$>%当前生命值的卡牌伤害,"Activate the artifact to randomly [Stun] half of the enemies, and deal <$CostHp$>% of Current HP's Card Damage to all enemies",法器を駆動し、ランダムにフィールド上の半分の敵を「スタン」させ、すべての敵にそれぞれの現在体力の<$CostHp$>%分のカードダメージを与える。
Card_Info/20090,Text,,生成<#SwordCount#>把飞剑，移除指定随从的所有负面buff，并使其获得等量层数的【灵压】（至少<Demage>）,Spawn <#SwordCount#> [Flying Swords]. Remove all debuffs from a minion and grant it an equal number of [Spiritual Pressure] (at least <Demage>),<#SwordCount#>本の「飛剣」を召喚する。ターゲットのすべてのデバフを解除し、解除したデバフの合計スタック数と同数の「霊圧」を付与する（最低<Demage>）。
Card_Info/20091,Text,,为指定单位添加<Demage>【阳气之种】（对敌方使用时，添加等量的【阴气之种】）,"Add <Demage> [Seeds of Yang] to a unit. (When used on an enemy, add an equal number of [Seeds of Yin] instead)",指定ユニットに「陽気の種」を<Demage>付与する（敵に使用する場合、代わりに同量の「陰気の種」を付与する）。
Card_Info/20092,Text,,为指定单位回复<Demage>并添加2【岁月】（对敌方使用时，造成等额伤害）,"Heal <Demage> for the designated unit and add 2 stacks of [Aging]. (When used on an enemy, deal an equal amount of damage instead)",指定ユニットを<Demage>回復し、「歳月」を2付与する（敵に使用する場合、同量のダメージを与える）。
Card_Info/20093,Text,,跳起来狠狠的顶敌人膝盖，造成<Demage>并将目标和自己【眩晕】（视为普攻）,"Leap up and ram the enemy's knee, dealing <Demage> and inflicting [Stun] on both the target and self (counted as a Basic Attack)",飛び上がって敵の膝に思いっきり頭突きして、<Demage>を与え、ターゲットと自身に「スタン」を付与する（通常攻撃としてみなす）。
Card_Info/20094,Text,,酝酿体内的青龙之力，对所有敌人造成<Demage>。并对全场单位（不论敌我）施加<#PBuffCount#>【疫毒】,"Channel the dragon power within, dealing <Demage> to all enemies, and inflict <#PBuffCount#> [Plague Toxin] on all units (both allies and enemies)",体内の青龍の力を駆使して、すべての敵に<Demage>を与え、フィールド上のすべてのユニット（敵味方問わず）に「疫毒」を<#PBuffCount#>付与する。
Card_Info/20095,Text,,随机对全场敌人总共进行<#AtkCount#>次普通攻击,Randomly perform a total of <#AtkCount#> Basic Attacks against all enemies on the field,フィールドに存在する敵に対しランダムで合計<#AtkCount#>回の通常攻撃を行う。
Card_Info/20096,Text,,睁开狂气的龙瞳，对目标施加<Demage>【破甲】，同时自身获得一半层数的【狂性】,"Open the maniac dragon eyes to inflict <Demage> [Sunder Armor] on the target, and grant half as many stacks of [Mania] to self",狂気の龍瞳を開き、ターゲットに<Demage>の「破れ」を付与する。自身は付与した「破れ」の半分のスタック数だけ「狂暴」を得る。
Card_Info/20098,Text,,指定目标施加<#TimeCount#>【岁月】,Inflict <#TimeCount#> [Aging] on the designated target,指定ターゲットに「歳月」を<#TimeCount#>付与する。
Card_Info/20099,Text,,划破无尽寒冬的春雷，对随机目标及左右敌人造成<Demage>。每回合第一次由自身使用该卡牌时，伤害乘<#UpDemage#>,"Spring thunder shatters winter, dealing <Demage> to a random enemy and its adjacent units. The first time this card is used by self each turn, multiply the damage by <#UpDemage#>",ランダムなターゲット及び隣接する敵に<Demage>を与える。各ターンで初めて自身がこのカードを使用するとき、<#UpDemage#>倍のダメージを与える。
Card_Info/20100,Text,,惠风和畅，暖日助眠，所有己方单位回复<Demage>，每回合第一次使用时抽取2张《惊蛰》加入手牌,"Gentle breeze and soothing sun aid sleep. Restore<Demage> to all allied units. The first time this card is used each turn, draw 2 <Awakening of Insects> to hand",すべての味方ユニットが<Demage>回復する。各ターンで初めて使用するときに『啓蟄』を2枚ドローして手札に加える。
Card_Info/20101,Text,,对指定目标造成<#HitCount#>次<Demage>，并【虚弱】（奇数回合该卡牌伤害翻倍，偶数回合伤害减半）,"Deal <#HitCount#> instances of <Demage> to the target and inflict [Asthenia] (This card's damage doubles on odd turns, and halves on even turns)",ターゲットに<Demage>を<#HitCount#>回与え、「衰弱」を付与する（奇数ターンはこのカードのダメージが倍増し、偶数ターンは半減する）。
Card_Info/20102,Text,,凝聚猛虎之力，对自身相邻的2/3名敌人造成<Demage>（奇数回合该卡牌伤害翻倍，偶数回合伤害减半）,"Channel the power of a fierce tiger, dealing <Demage> to the 2/3 adjacent enemies (This card's damage doubles on odd turns, and halves on even turns)",自身に隣接する敵2/3名に<Demage>を与える（奇数ターンはこのカードのダメージが倍増し、偶数ターンは半減する）。
Card_Info/20103,Text,,对场上每名带有【疫毒】单位造成<Demage>并依次生成<#SwordCount#>把【飞剑】,"Deal <Demage> to every enemy unit on the field bearing [Plague Toxin], and generate <#SwordCount#> [Flying Swords] each time",フィールド上に「疫毒」を付与されたユニットそれぞれに<Demage>を与え、そのたびに「飛剣」を<#SwordCount#>本召喚する。
Card_Info/20104,Text,,"对目标及左右单位施加<#PBuffCount#>【疫毒】
【飞剑：3】消耗3把飞剑额外对3个目标追加等量【疫毒】并造成<Demage>","Applies <#PBuffCount#>【Plague】 to the target and adjacent units.
【Flying Sword: 3】 Consumes 3 Flying Swords to additionally apply an equal amount of 【Plague】 to 3 targets and deal <Demage> to them.","対象および隣接ユニットに<#PBuffCount#>の「疫毒」を付与する。
「飛剣：3」飛剣を3本消費し、さらに3体の対象に同量の「疫毒」を追加付与し、<Demage>を与える。"
Card_Info/20105,Text,,所有随从行动次数+<Demage>，并获得【预标记】状态。同时自身执行一次【自身抽牌】,All minions gain +<Demage> AP and the [Pre-Mark] status. Self performs a [Self Draw],すべてのミニオンの行動回数+<Demage>、「準マーク」を得る。同時に自身は「単体ドロー」を1回行う。
Card_Info/20106,Text,,对指定目标造成<Demage>，若目标被【标记】则造成<$DemageMul$>倍伤害并【眩晕】,"Deal <Demage> to the designated target. If the target is [Marked], deal <$DemageMul$>x damage instead and inflict [Stun]",ターゲットに<Demage>を与える。ターゲットが「マーク」されている場合は<$DemageMul$>倍のダメージを与え、「スタン」を付与する。
Card_Info/20107,Text,,对目标单位造成<Demage>，全队每有一点攻击力，伤害+<#AddCount#>,"Deals <Demage> to the target unit. For each point of ATK all allies possess, damage +<#AddCount#>.",対象ユニットに<Demage>を与える。味方全員が持つ攻撃力1ポイントにつき、ダメージ+<#AddCount#>。
Card_Info/20108,Text,,"激发血脉中人皇的力量，使指定单位获得<#DrugenCount#>层【龙威】，并添加<Demage>和三分之一层数的【攻击力】,全队每有一点卡牌强度，护盾+<#AddCount#>","Awakens the power of the Human Emperor within the bloodline, granting the designated unit <#DrugenCount#> stacks of Dragon's Presence, and applies <Demage> and one-third of that number of stacks of ATK. For each point of Card Power all allies possess, Shield +<#AddCount#>.",血脈の中の人皇の力を呼び覚まし、指定ユニットに<#DrugenCount#>スタックの「龍威」を付与し、その3分の1のスタック数の「攻撃力」と<Demage>を与える。味方全員が持つカード強度1ポイントにつき、シールド+<#AddCount#>。
Card_Info/21,Text,,造成<Demage>并【标记】目标,Deal <Demage> and [Mark] the target,<Demage>を与え、ターゲットを「マーク」する。
Card_Info/22,Text,,唤醒巨盾中残存的神力，使目标获得<#BuffCount_1#>【嘲讽】和<Demage>点护盾,"Awaken the divine power that remains within the shield, granting the target <#BuffCount_1#> [Taunt] and <Demage> points of Shield",巨大な盾に残されし神力を呼び起こし、ターゲットに<#BuffCount_1#>の「挑発」と<Demage>を付与する。
Card_Info/23,Text,,算准时机，举盾，弹开攻击。使指定目标获得<Demage>【抵抗】,"Time the move, raise the shield, and deflect the attack. Grant the target <Demage> [Resistance]",タイミングを図って盾を構え、攻撃を弾く。ターゲットに<Demage>の「抵抗」を付与する。
Card_Info/24,Text,,目标及左右单位获得<Demage>【灵压】,Grant the target and its adjacent units <Demage> [Spiritual Pressure],ターゲットとその隣接ユニットに<Demage>の「霊圧」を付与する。
Card_Info/25,Text,,以怨灵之牙啃咬，对指定目标造成<Demage>，目标每带有一层负面buff，伤害提高<$DemageUp$>%,"Bite the target with the wraith's fang, dealing <Demage>. For each stack of debuffs the target has, increase the damage by <$DemageUp$>%",怨霊の牙で噛み付き、ターゲットに<Demage>を与える。ターゲットにデバフが1スタック付与されているごとに、ダメージが<$DemageUp$>%増加する。
Card_Info/26,Text,,自身及左右单位【防御】+<#BuffCount#>，并对所有敌人造成<Demage>,’+ <#BuffCount#> [Defense] to self and adjacent units. Deal <Demage> to all enemies,自身および隣接ユニットが<#BuffCount#>の「防御」を得て、すべての敵に<Demage>を与える。
Card_Info/27,Text,,发射鬼火，对目标及左右单位造成<Demage>。,"Shoot Ghost Fire, dealing <Demage> to the target and its adjacent units.",鬼火を発射してターゲットとその隣接ユニットに<Demage>を与える。
Card_Info/28,Text,,催动长在手上的尸天眼，【标记】指定单位，并【汲取】<Demage>点攻击力,"Activate the Corpse Eye on the hand, [Mark] the designated unit, and [Drain] <Demage> Attack",手のひらにある屍天眼を駆使してターゲットを「マーク」し、<Demage>点の攻撃力を「吸収」する。
Card_Info/29,Text,,以尸气凝结触手对随机敌人<#TCount#>次造成<Demage>。,"Condense corpse energy into tentacles to strike random enemies <#TCount#> times, dealing <Demage>.",屍の息を練りランダムな敵に<Demage>を<#TCount#>回与える。
Card_Info/3,Text,,将场上所有飞剑融为一把巨剑从空中斩落，对目标单位造成<#RDemage#>。每把飞剑提高<#UpRDemage#>伤害。,,
Card_Info/30,Text,,吞噬尸气，为目标及左右单位回复<Demage>生命值，并解除1种负面状态,Devour corpse energy to restore <Demage> HP for the target and adjacent units and remove 1 debuff,屍の息を呑み込み、ターゲットとその隣接ユニットの<Demage>を回復し、1種のデバフを解除する。
Card_Info/31,Text,,发射一枚毒素胞，对指定敌人施加<Demage>【疫毒】,Shoot a toxin cell to inflict <Demage> [Plague Toxin] on the designated enemy,毒の胞子を発射して、ターゲットに<Demage>の「疫毒」を付与する。
Card_Info/32,Text,,发射一枚酒火弹，对随机敌人造成<Demage>。,"Shoot a Liquor Fire Bolt, dealing <Demage> to a random enemy.",酒火弾を1発発射してランダムな敵に<Demage>を与える。
Card_Info/33,Text,,吞云，豪饮，乘兴狂歌，损失<$CostHp$>%当前生命值，获得<Demage>【狂性】，执行一次【自身抽牌】,"Drink and sing in a frenzy, losing <$CostHp$>% of Current HP to gain <Demage> [Mania] and perform a [Self Draw]",酒飲みの意に乗って歌い上げる。現在体力の<$CostHp$>%分を失い、<Demage>の「狂暴」を付与し、「単体ドロー」を1回実行する。
Card_Info/34,Text,,发散浊气，对所有敌人造成<Demage>，消耗所有剩余【灵力】，每1点【灵力】，伤害提高<$DemageUp$>%,Unleash turbid energy to deal <Demage> to all enemies. Consume all remaining [Mana] to gain +<$DemageUp$>% damage per point of [Mana],濁気を発し、すべての敵に<Demage>を与える。残っているすべての「霊力」を消費し、霊力1点につきダメージが<$DemageUp$>%増加する。
Card_Info/35,Text,,凝聚清气，对指定敌人造成<Demage>，回复<#MagicGet#>点【灵力】（视为普攻）,Channel pure energy to deal <Demage> to the designated enemy. Also restore <#MagicGet#> [Mana] (Counted as a Basic Attack),清気を集め、ターゲットに<Demage>を与え、<#MagicGet#>点の「霊力」を回復する（通常攻撃としてみなす）。
Card_Info/36,Text,,"老练的重拳，造成<Demage>,并【眩晕】（视为普攻）",A heavy punch that deals <Demage> and inflicts [Stun] (Counted as a Basic Attack),練達した重い拳で、<Demage>を与え（通常攻撃としてみなす）、「スタン」を付与する。
Card_Info/37,Text,,,,
Card_Info/38,Text,,号令所有单位攻击指定目标（视为单位普攻）,,
Card_Info/39,Text,,"以死亡为目的的招式，使其受到<Demage>,（视为普攻）",,
Card_Info/4,Text,,号令场上飞剑攻击目标单位，每把飞剑造成<#PDemage#>。,,
Card_Info/40,Text,,引动邪心，重置行动次数，抽取一张带【遗忘】的《腥风斩》加入手牌,"Stir up evil thoughts, reset AP, and draw a <Foul Slash> with [Forgotten] to your hand",邪心を駆使して、行動回数をリセットする。「忘却」が付いている『腥風斬』を1枚ドローして手札に加える。
Card_Info/41,Text,,对一名敌人造成<#HitCount#>次<Demage>,Deal <Demage> to an enemy <#HitCount#> times,敵1名に<Demage>を<#HitCount#>回与える。
Card_Info/42,Text,,献祭指定随从<$CostHp$>%最大生命值(不致死)，所有己方单位获得<Demage>攻击力,Sacrifice <$CostHp$>% Max HP of a designated minion (non-lethal) to grant <Demage> Attack to all allied units,指定されたミニオンの体力上限の<$CostHp$>%分の体力をいけにえにして（非致死）、すべての味方ユニットが<Demage>点の攻撃力を得る。
Card_Info/43,Text,,在时光长河中将目标删除，使指定单位同时获得<#BuffCount_1#>【流逝】，同时【标记】<#BuffCount_2#>回合,,
Card_Info/44,Text,,呼唤雷霆镇压己身，损失<$CostHp$>%当前生命值，回复#GetMagic#>点灵力,,
Card_Info/45,Text,,在时光的长河中稍稍推它一把，指定单位添加<#TimeCount#>【岁月】,Give it a gentle push in the river of time to inflict <#TimeCount#> [Aging] on the designated unit,指定したユニットに<#TimeCount#>「歳月」を付与する。
Card_Info/46,Text,,自神明时代流传下来的歌谣，为尸姬大人恢复<#MagicCount#>点【灵力】，所有己方单位获得<Demage>【防御】,A song from the age of deities that restores <#MagicCount#> [Mana] for the Lady Zombie and grants <Demage> [Defense] to all allied units,屍姫の「霊力」を<#MagicCount#>回復し、すべての味方ユニットが<Demage>の「防御」を得る。
Card_Info/47,Text,,【标记】指定目标，并为目标及左右敌人添加<Demage>【血祭】,[Mark] a target to inflict <Demage> [Blood Sacrifice] on it and its adjacent units,ターゲットをマークし、ターゲットとその隣接の敵に<Demage>の「血祭」を付与する。
Card_Info/48,Text,,扇起剧毒之风，为所有敌人添加<Demage>【疫毒】,Unleash a toxic wind to inflict <Demage> [Plague Toxin] on all enemies,毒の風を引き起こし、すべての敵に<Demage>の「疫毒」を付与する。
Card_Info/49,Text,,收拢厄祸的翅膀，【汲取】随机敌人<Demage>点最大生命值,Retract the wings of calamity to [Drain] <Demage> points of Max HP from a random enemy,禍いの翼を畳み、ランダムな敵から<Demage>点の体力上限を「吸収」する。
Card_Info/5,Text,,呼唤剑雨从天而降，对所有敌方单位造成<#PDemage#>，每伤害1名单位，留下<#FlySwordCount#>把飞剑，所有我方单位获得<#Shield#>。,,
Card_Info/50,Text,,以绝对的气势向发动毁灭的一拳，造成<Demage>（视为普攻）,"Deliver a devastating punch with overwhelming force, dealing <Demage> (Counted as a Basic Attack)",絶対的な勢いで破壊の拳を打ち出し、<Demage>を与える（通常攻撃としてみなす）。
Card_Info/51,Text,,与所有己方单位签订<Demage>【灵契】。,Sign <Demage> [Spiritual Pacts] with all allied units.,すべての味方ユニットと<Demage>の「霊契」を結ぶ。
Card_Info/52,Text,,所有敌人减少<$DemagePresent$>%当前生命值，获得<#CardCount#>张《僵尸之血》（遗忘）,All enemies lose <$DemagePresent$>% Current HP. Grant <#CardCount#> <Zombie Blood> (Forgotten),すべての敵が現在体力の<$DemagePresent$>%分を失う。『僵屍の血』（忘却）を<#CardCount#>枚得る。
Card_Info/53,Text,,为指定单位损失<$HpNeed$>%最大生命值，并获得一半的【灵压】,The designated unit loses <$HpNeed$>% Max HP and gains half amount of the [Spiritual Pressure],ターゲットが体力上限の<$HpNeed$>%分の体力を失い、失った体力の半分の「霊圧」を得る。
Card_Info/54,Text,,"发动斩断生死的攻击，对目标及左右单位造成<Demage>。
自身每损失1点生命值，该伤害提高<$CostHpDemage$>%","Launch a blow to sever life and death, dealing <Demage> to the target and its adjacent units. 
For every 1 point of HP lost, +<$CostHpDemage$>% damage dealt","生死をも斬る攻撃を発動し、ターゲットとその隣接ユニットに<Demage>を与える。
自身が体力を1失っているごとに、このダメージは<$CostHpDemage$>%増加する。"
Card_Info/55,Text,,"目标单位执行<#Count#>次【自身抽牌】
（无法对自身使用）","The target performs [Self Draw] <#Count#> times
(Cannot be used on self)","ターゲットは「単体ドロー」を<#Count#>回実行する。
（自身に使用不可）"
Card_Info/56,Text,,以自身心欲化作泉水激昂而出，对目标单位造成<Demage>。并【标记】,"Channel the inner desires into a surging spring, dealing <Demage> to the target. Also [Mark] the target",自身の欲望を泉の水に変えて湧き出させる。ターゲットに<Demage>を与え、「マーク」する。
Card_Info/57,Text,,以自身花粉引燃的妖火，对目标及左右单位造成<Demage>，并【虚弱】,"Ignite demonic flames with pollen, dealing <Demage> to the target and its adjacent units and inflicting [Asthenia]",自分の花粉を燃やした炎で、ターゲットとその隣接ユニットに<Demage>を与え、「衰弱」を付与する。
Card_Info/58,Text,,折断自己的一节妖枝，所有己方单位获得<Demage>,Snap off a branch to grant <Demage> to all allied units,自分の枝を折り、すべての味方ユニットが<Demage>を得る。
Card_Info/59,Text,,"生成<#SwordCost#>把【飞剑】。
【飞剑：3】执行一次【全局抽牌】","Spawn <#SwordCost#> [Flying Swords].
 [Flying Swords: 3] Perform a [Random Draw]","<#SwordCost#>本の「飛剣」を召喚する。
「飛剣：3」「全体ドロー」を1回実行する。"
Card_Info/6,Text,,呼唤四散的风，为指定单位回复<Demage>，并解除所有负面状态,"Call forth the scattered winds. Restore <Demage> HP for the designated unit, and remove all debuffs",飛び舞う風を召喚して、ターゲットの<Demage>を回復し、すべてのデバフを解除する。
Card_Info/60,Text,,"以心御剑，对随机敌人造成<Demage>（优先【标记】）
【飞剑：3】消耗3把飞剑额外追加3次伤害","Command swords with psychic power, dealing <Demage> to a random enemy (prioritizing [Marked] targets)
[Flying Swords: 3] Consume 3 swords to deal 3 extra hits","心で剣を操り、ランダムな敵に<Demage>を与える（「マーク」された敵を優先）。
「飛剣：3」飛剣を3本消費して追加でダメージを3回与える。"
Card_Info/61,Text,,凝水成鳞，为自身及左右单位添加<Demage>护盾。,,
Card_Info/62,Text,,疾驰回旋，对指定敌人造成<Demage>，同时自身获得<#BuffCount#>【嘲讽】,,
Card_Info/63,Text,,翻起肚皮，晒太阳，装死，恢复<$Heal$>%生命值,,
Card_Info/64,Text,,用根须【汲取】所有敌人<Demage>点最大生命值,Use roots to [Drain] <Demage> points of Max HP from all enemies,根ですべての敵から<Demage>点の体力上限を「吸収」する。
Card_Info/65,Text,,凝结成木之巨龙吞向目标，对目标造成<Demage>,,
Card_Info/66,Text,,将雷霆之力萦绕指尖，对目标造成<Demage>，并获得<#BuffCount#>【雷反】（视为普攻）,Channel the power of lightning through the fingertip to deal <Demage> to the target and grant <#BuffCount#> [Lightning Counter] (Counted as a Basic Attack),雷霆の力を指に纏い、ターゲットに<Demage>を与え（通常攻撃としてみなす）、<#BuffCount#>の「雷返し」を得る。
Card_Info/67,Text,,以潮水般的绝望淹没神魂，自身损失<$CostHp$>%当前生命值（不致死），使目标获得<Demage>【法穿】并【虚弱】,Drown the soul in waves of despair. Lose <$CostHp$>% Current HP (non-lethal) to inflict on target <Demage> [Magic Penetration] and [Asthenia],潮のような絶望で神魂を水没させ、自身が現在体力の<$CostHp$>%分を失い（非致死）、ターゲットに<Demage>の「法術貫通」と「衰弱」を付与する。
Card_Info/68,Text,,将自身执念如潮水般拂过所有单位，自身损失<$CostHp$>%当前生命值，对所有敌方单位造成<Demage>,Sweeps all units with waves of obsession. Lose <$CostHp$>% Current HP to deal <Demage> to all enemy units,自分の執念で潮のようにすべてのユニットを撫で、自身が現在体力の<$CostHp$>%分を失い、すべての敵ユニットに<Demage>を与える。
Card_Info/69,Text,,以己方单位为养料，从其身上【汲取】<Demage>点攻击力，并为其添加<#BuffCount#>【虚弱】(无法对自身使用),Treat an allied unit as nourishment to [Drain] <Demage> Attack and inflict <#BuffCount#> [Asthenia] (Cannot be used on self),味方ユニットを養分にして、<Demage>点の攻撃力を「吸収」し、<#BuffCount#>の「衰弱」を付与する（自身に使用できない）。
Card_Info/7,Text,,喷射烟火弹，对指定单位造成<Demage>。【龙威】+<#BuffCount#>,Shoot a Firework Bolt to deal <Demage> to the designated unit. [Dragon's Presence] +<#BuffCount#>,煙火弾を発射し、ターゲットに<Demage>を与える。「龍威」+<#BuffCount#>。
Card_Info/70,Text,,展开毒瘴之域，对相邻的1/2名敌人造成<Demage>，并施加<#BuffCount#>【猛毒】,,
Card_Info/71,Text,,幼龙的爪击，对目标及左右敌人造成<Demage>，并获得<#BuffCount#>【龙威】，（视为普攻）,"A claw strike by a baby dragon. Deal <Demage> to the target and its adjacent units, and gain <#BuffCount#> [Dragon's Presence] (counted as basic attacks)",幼い龍が爪で攻撃し、ターゲットとその隣接の敵に<Demage>を与える（通常攻撃としてみなす）。<#BuffCount#>の「龍威」を得る。
Card_Info/72,Text,,指定单位，解除异常状态，抽<#CardCount#>张牌。,Designate a unit to remove debuffs and draw <#CardCount#> cards.,ターゲットのデバフを解除し、<#CardCount#>枚のカードをドローする。
Card_Info/73,Text,,对目标单位造成<Demage>点伤害，并施加<#BuffCount#>【法穿】,Deal <Demage> damage to the target and inflict <#BuffCount#> [Magic Penetration],ターゲットに<Demage>を与え、<#BuffCount#>の「法術貫通」を付与する。
Card_Info/74,Text,,对目标重复使用上一张用过的卡牌，视作由自身使用,Reuse a previously used card on the same target. This is considered as if used by this unit,ターゲットに前回使用したカードをもう一度使用する。自身が使用したものとみなす。
Card_Info/75,Text,,甩动机关臂，对指定单位造成<Demage>，如果敌方是非boss单位，将其推动并对碰到的单位移除【最大生命值*<$HitHp$>%】的生命值。,"Swing the contraption arm to deal <Demage> to the target. If target is not a Boss, it is pushed to collide with others, removing [Max HP * <$HitHp$>%] HP from them.",からくりの腕を振るい、ターゲットに<Demage>を与える。敵がボスユニットでない場合、その敵をノックバックして、当たったユニットが「体力上限*<$HitHp$>%」の体力を失う。
Card_Info/76,Text,,呼唤天地间的清气，使指定单位获得<Demage>,Gather pure energy from the nature to grant the designated unit <Demage>,天地の間にある清気を呼び、ターゲットに<Demage>を付与する。
Card_Info/77,Text,,以毁灭一切的气势发动撞击对目标造成<Demage>。使用后自身护盾减半。,"Charge forward with devastating force, dealing <Demage> to the target. Reduce Shield by half after use.",すべてを取り壊す勢いで体当たりし、ターゲットに<Demage>を与える。使用後、自身のシールドが半減する。
Card_Info/78,Text,,目标及左右随从解除所有负面状态并获得<#BuffCount#>【抵抗】,"Remove all debuffs for the target and adjacent minions, and grant <#BuffCount#> [Resistance]",ターゲットとその隣接ミニオンはすべてのデバフを解除し、<#BuffCount#>の「抵抗」を得る。
Card_Info/79,Text,,自身获得<Demage>，全场除自身外所有单位移除<$CostHp$>%最大生命值，生命值不足<$CostHp$>%的，致死,Grant <Demage> on self. Remove <$CostHp$>% Max HP from all units on the field except self. Units below <$CostHp$>% HP are instantly killed,自身が<Demage>を得る。自身以外のすべてのユニットは体力上限の<$CostHp$>%分の体力を失う。現在体力が体力上限の<$CostHp$>%未満のユニットは撃破される。
Card_Info/8,Text,,凝结水壁，为指定单位回复<#Heal#>。,,
Card_Info/80,Text,,过去的错误永远不会被遗忘，移除指定随从的所有负面buff，并获得等量层数的【灵压】,No wrongs of the past will ever be forgotten. Remove all debuffs for a designated minion and grant an equal number of [Spiritual Pressure],過去の過ちは決して忘れられない。ターゲットのすべてのデバフを解除し、解除したデバフの合計スタック数と同数の「霊圧」を得る。
Card_Info/81,Text,,展开鬼神之躯，强制3名最近的敌人攻击自身（不致死），并获得<Demage>,"Unleash the Wraithgod Form, forcing the 3 nearest enemies to attack this unit (non-lethal). Gain <Demage>",鬼神の躯体を展開し、最も近い敵3名に強制的に自分を攻撃させ（非致死）、<Demage>を得る。
Card_Info/82,Text,,对目标单位造成<Demage>，目标每损失<$HpNeed$>点血量，额外移除目标<$DemageAdd$>生命（致死）,"Deal <Demage> to the target. For every <$HpNeed$> HP the target has lost, remove <$DemageAdd$> HP from the target (lethal)",ターゲットに<Demage>を与える。ターゲットが失っている体力<$HpNeed$>ごとに、追加で体力を<$DemageAdd$>除去する（致死）。
Card_Info/83,Text,,"【汲取】目标<Demage>点最大生命值，并施加<#BuffCount#>【红尘魅惑】,每条尾巴使层数额外+<#AddCount#>
九尾增幅：立即结算目标的红尘魅惑效果","[Drain] <Demage> Max HP from the target and inflict <#BuffCount#> [Mortal Temptation]. Each tail increases the stacks by <#AddCount#>
Nine-Tails Amplification: Immediately triggers the target's Mortal Allure effect. ","ターゲットの体力上限を<Demage>「吸収」し、「紅塵魅惑」を<#BuffCount#>付与する。尻尾1本ごとにスタック数が追加で+<#AddCount#>。
九尾増幅：対象の「紅塵魅惑」の効果を即時発動する。"
